index,식품명,식품중량,탄수화물(g),단백질(g),지방(g),에너지(kcal)
579,스파게티_간편조리세트_핫매콤크림파스타,854.0,22.24,5.07,7.7,179
580,스파게티_간편조리세트_해장파스타,769.0,15.82,4.07,2.08,98
581,스파게티_까르보나라소스,100.0,19.63,5.71,14.82,235
582,스파게티_로제소스,100.0,17.34,5.21,8.99,171
583,스파게티_오일소스,400.0,22.35,4.89,5.86,162
584,스파게티_크림소스,400.0,18.44,5.45,12.65,209
585,스파게티_토마토소스,500.0,18.64,4.87,3.83,129
586,스파게티_해물_크림소스,500.0,17.39,6.08,9.96,184
587,스파게티_해물_토마토소스,500.0,17.45,5.59,2.75,117
588,쌀국수,600.0,9.18,2.6,0.7,53
589,올갱이국수,1500.0,7.44,0.75,0.55,38
590,우동_간편조리세트_쫄우동,1138.0,15.66,2.62,2.89,99
591,우동_김치,800.0,12.39,1.94,0.58,63
592,우동_삼선,1000.0,10.59,4.79,0.85,69
593,우동_일식,700.0,10.6,1.91,1.13,60
594,우동_중식,1000.0,8.54,2.95,2.1,65
595,비빔국수,100.0,20.0,3.4,2.1,113
597,비빔면_간편조리세트_매콤제육비빔면,1154.0,20.17,5.7,5.48,153
598,수제비_간편조리세트_들깨버섯 수제비,1494.0,14.83,2.88,1.34,83
599,수제비_간편조리세트_우삼겹 짬뽕 수제비,1415.0,13.51,3.62,4.58,110
600,수제비_간편조리세트_해물 백짬뽕 수제비,1542.0,10.76,3.63,2.4,79
601,스파게티_간편조리세트_감바스알리오올리오,680.0,21.33,4.78,7.44,171
602,스파게티_간편조리세트_바질크림 빠네 파스타,776.0,27.31,5.4,9.37,215
603,스파게티_간편조리세트_베이컨까르보나라,915.0,18.29,4.02,7.78,159
604,스파게티_간편조리세트_볼로네제라구파스타,757.0,16.93,8.1,8.75,179
605,스파게티_간편조리세트_쉬림프 로제파스타,901.0,14.76,4.24,7.58,144
607,스파게티_간편조리세트_쉬림프 크림파스타,790.0,13.06,4.81,17.21,226
608,스파게티_간편조리세트_알리오올리오파스타,406.0,26.72,6.47,20.07,313
609,스파게티_간편조리세트_에그인헬파스타,964.0,15.16,5.28,5.12,128
610,스파게티_간편조리세트_오마이갓파스타,822.0,18.43,5.86,7.14,161
611,스파게티_간편조리세트_톡톡크림 빠네 파스타,943.0,13.4,6.05,17.24,233
612,스테이크_간편조리세트_시그니처찹스테이크,502.0,7.92,10.5,6.21,130
613,라면_떡,100.0,17.72,2.1,2.47,102
614,라면_라면만,100.0,14.44,1.76,2.18,84
615,라면_면,100.0,29.79,3.89,4.37,174
616,라면_비빔라면,100.0,31.01,3.38,5.67,189
617,라면_용기면,100.0,15.65,1.98,3.63,103
618,라면_용기면_국물,100.0,3.21,0.61,1.44,28
619,라면_용기면_면,100.0,33.42,3.5,4.95,192
620,라면_용기면_볶음라면,100.0,33.9,4.52,5.39,202
621,라면_짜장라면,100.0,31.0,3.66,4.28,177
622,라면_짬뽕라면,750.0,12.27,2.84,3.51,92
623,라면_치즈,600.0,13.33,2.8,3.83,99
624,만두_고기만두,100.0,27.79,9.38,6.58,208
625,만두_김치만두,100.0,23.82,8.13,6.59,187
626,만두국,700.0,6.83,3.06,2.49,62
627,메밀소바_간편조리세트_부타이 마제소바,914.0,21.44,5.68,4.22,146
628,밀면_물밀면,100.0,14.19,2.46,0.5,71
629,볶음면_간편조리세트_소고기 야끼소바,470.0,13.81,6.55,12.1,190
630,분짜,100.0,19.75,5.91,3.66,136
631,스테이크_간편조리세트_시그니처 스테이크 부채살,429.0,7.52,11.42,7.12,140
632,약과,30.0,84.89,4.2,4.75,399
633,유과,30.0,74.23,2.81,12.83,424
634,간자장,650.0,20.65,3.44,3.39,127
635,국수_김치말이국수,600.0,8.67,2.15,0.8,50
636,국수_막국수,1000.0,10.98,2.0,0.58,57
637,국수_열무김치,800.0,8.7,1.88,1.28,54
638,기스면,1000.0,8.98,3.78,1.07,61
639,냉면_물냉면,100.0,13.12,1.99,0.63,66
640,냉면_비빔냉면,100.0,21.1,3.43,3.61,131
641,냉면_열무냉면,800.0,12.19,2.61,0.72,66
642,떡만두국,700.0,15.82,2.87,1.62,89
643,라멘_간편조리세트_매운돈코츠라멘,1669.0,7.38,3.82,5.09,91
644,라멘_돈코츠라멘,100.0,5.87,4.14,6.42,98
645,라멘_미소라멘,100.0,11.36,4.57,2.77,89
646,라멘_소유라멘,100.0,9.12,3.65,2.36,72
647,라멘_시오라멘,100.0,11.54,4.68,2.13,84
648,라면_간편조리세트_?c양꿍요괴라면,1284.0,13.49,2.41,2.77,88
649,라면_국물,100.0,2.08,0.44,0.96,19
650,라면_김치,650.0,13.26,2.12,2.6,85
651,케이크_치즈케이크,100.0,28.64,7.23,20.63,329
652,크로켓(고로케)_채소,100.0,31.19,7.13,16.38,301
653,파이/만주_만주,70.0,66.86,7.33,2.34,318
654,페이스트리,70.0,46.45,8.56,26.28,457
655,프레즐,100.0,55.14,8.37,6.45,312
656,피자_불고기피자,200.0,30.6,13.7,8.35,253
657,피자_치즈피자,200.0,35.6,15.7,7.9,277
658,피자_페퍼로니피자,200.0,35.15,14.7,7.4,266
659,피자_포테이토피자,250.0,28.64,11.2,10.2,251
660,핫도그,100.0,24.95,7.98,23.23,341
661,핫도그_감자,100.0,20.45,8.31,23.17,324
662,핫도그_모짜렐라,100.0,27.58,11.78,17.83,318
663,햄버거,100.0,15.64,11.04,13.12,225
664,햄버거_소고기패티,100.0,35.76,11.94,8.94,271
665,햄버거_소고기패티_토마토_양상추,100.0,18.01,9.55,13.23,229
666,햄버거_치즈,100.0,21.51,15.07,15.35,284
667,매작과,30.0,66.11,7.51,13.15,413
668,산자,30.0,82.17,2.31,3.09,366
669,스테이크_간편조리세트_비프찹스테이크,538.0,7.22,7.76,9.66,147
670,찹쌀떡_팥,100.0,57.66,4.09,2.14,266
671,다식_송화,30.0,73.97,8.3,4.48,369
672,다쿠아즈,100.0,43.39,8.33,26.65,447
673,도넛_찹쌀,70.0,57.07,5.04,5.26,296
674,마카롱,100.0,45.23,6.92,30.11,480
675,버터크림빵,60.0,46.23,8.18,18.41,383
676,샌드위치_닭고기,100.0,20.89,16.28,11.19,250
677,샌드위치_생선,100.0,26.69,10.29,12.45,257
678,샌드위치_소고기,100.0,22.21,15.17,10.3,244
679,샌드위치_소시지,100.0,23.74,10.3,15.57,276
680,샌드위치_참치,250.0,14.6,9.32,14.04,222
681,샌드위치_햄_치즈,100.0,26.95,8.57,15.75,284
682,샌드위치_햄_치즈_채소,100.0,21.55,8.66,10.38,214
683,소보로빵,70.0,60.22,9.02,13.25,396
684,소보로빵_맘모스빵,100.0,51.07,6.77,13.65,354
685,식빵_통밀식빵,100.0,48.64,9.33,5.26,279
686,앙금빵_앙버터빵,100.0,41.64,7.0,19.72,372
687,케이크_초콜릿케이크,100.0,43.6,5.31,24.96,420
688,스테이크_간편조리세트_블랙라벨 스테이크 부채살,496.0,5.73,13.1,8.86,155
689,백설기_검정콩,100.0,48.31,5.75,1.46,229
690,빙떡(메밀전병),100.0,21.62,6.18,6.29,168
691,송편_검정콩,100.0,41.2,6.9,0.8,200
692,송편_깨,100.0,44.96,4.92,2.74,224
693,송편_콩,100.0,41.66,5.24,0.75,194
694,송편_팥,100.0,43.6,5.4,0.4,200
695,수수경단,100.0,43.1,8.2,1.4,218
696,수수부꾸미,100.0,42.1,5.73,6.29,248
697,수수팥떡,100.0,43.03,6.7,0.59,204
698,시루떡,100.0,47.54,5.47,0.61,217
699,시루떡_녹두,100.0,48.08,7.74,2.53,246
700,쑥떡,100.0,57.89,3.36,0.4,249
702,인절미_콩고물,100.0,49.69,5.52,1.15,231
703,인절미_팥고물,100.0,44.8,4.2,0.9,204
704,절편,100.0,43.58,3.82,0.8,197
705,찰시루떡,100.0,37.63,6.63,0.41,181
706,찹쌀떡,100.0,65.61,3.26,0.15,277
708,초밥_장어,250.0,32.27,6.61,4.33,195
709,초밥_한치,250.0,31.17,5.48,0.34,150
710,충무김밥,400.0,27.29,5.86,1.49,146
711,캘리포니아롤,300.0,29.74,4.11,3.02,163
712,콩밥_강낭콩,100.0,38.04,4.38,0.39,173
713,회덮밥,500.0,20.66,6.04,3.31,137
714,가래떡,100.0,46.11,4.0,1.08,210
715,가래떡_흑미,100.0,47.8,3.5,0.0,205
716,개피떡(바람떡),100.0,44.3,5.32,0.81,206
717,경단_깨,100.0,74.22,4.44,0.54,319
718,경단_찹쌀_카스텔라,100.0,51.1,4.1,1.8,237
719,경단_콩,100.0,74.03,3.51,0.46,314
720,기피편,100.0,48.99,5.45,0.25,220
722,모싯잎송편_동부,100.0,40.29,5.65,0.66,190
723,모싯잎송편_동부(국내산),100.0,40.68,5.28,0.65,190
724,모싯잎송편_동부(수입산),100.0,39.9,6.03,0.67,190
725,무지개떡,100.0,53.01,3.53,0.31,229
726,백설기,100.0,50.28,3.78,0.9,224
727,삼각김밥_숯불갈비,100.0,32.55,4.0,1.67,161
728,삼각김밥_참치마요네즈,100.0,31.95,3.94,3.2,172
729,새우튀김롤,300.0,32.09,4.82,6.06,202
730,쌀밥,100.0,37.33,3.36,0.32,166
731,알밥_간편조리세트_갑오징어알뚝밥,355.0,10.21,9.82,4.88,124
732,연어롤,300.0,24.77,6.19,5.13,170
733,연잎밥,100.0,47.0,4.0,0.3,207
734,오곡밥,250.0,32.93,4.78,0.52,156
735,자장밥,500.0,24.01,3.05,4.46,148
736,잡탕밥,750.0,13.99,5.88,2.68,104
737,주먹밥_멸치,150.0,36.2,6.0,4.4,208
738,짜장밥_오징어,100.0,21.5,6.3,2.8,136
739,초밥_광어,300.0,25.85,9.02,1.31,151
740,초밥_농어,250.0,31.5,6.97,0.53,159
741,초밥_모듬,300.0,25.48,8.47,2.02,154
742,초밥_문어,250.0,32.71,5.85,0.3,157
743,초밥_새우,100.0,20.41,7.78,1.94,130
744,초밥_연어,100.0,19.59,11.2,9.36,207
745,초밥_유부초밥,100.0,31.26,4.32,2.51,165
746,덮밥_송이버섯,600.0,15.93,3.04,2.34,97
747,덮밥_유산슬,550.0,13.44,4.9,3.46,105
748,덮밥_장어,400.0,24.34,7.52,5.74,179
749,덮밥_참치,500.0,20.59,5.84,3.35,136
750,덮밥_해물,700.0,14.35,6.01,3.21,110
751,리소토/리조또_간편조리세트_베이컨버섯크림리조또,888.0,15.9,3.11,12.29,187
752,리소토/리조또_간편조리세트_쉬림프로제리조또,811.0,18.57,3.35,9.77,176
753,묵밥,950.0,13.54,1.56,0.81,68
754,볶음밥_간편조리세트_돼지불백깍둑볶음누룽밥,598.0,17.92,10.82,7.84,186
755,볶음밥,100.0,22.5,6.92,8.38,193
756,볶음밥_김치,100.0,23.21,4.18,6.44,167
757,볶음밥_삼선,400.0,21.44,6.56,6.62,172
758,볶음밥_새우,100.0,28.2,4.5,4.9,175
759,볶음밥_해물,400.0,22.61,6.28,6.75,176
760,비빔밥_간편조리세트_꼬막비빔밥,347.0,11.01,7.33,3.29,103
761,비빔밥,100.0,22.5,4.47,3.81,142
762,비빔밥_멍게,400.0,22.68,4.15,3.28,137
763,비빔밥_약초,400.0,20.05,2.98,3.98,128
764,삼각김밥_고추장불고기,100.0,34.11,3.66,1.58,165
765,홍차_얼그레이 핫(HOT),473.0,0.0,0.0,0.0,0
767,홍차_얼그레이 핫(HOT) (L),946.0,0.0,0.0,0.0,0
768,홍차_얼그레이 핫(HOT) (M),591.0,0.0,0.0,0.0,0
769,홍차_얼그레이티 아이스(ICED),591.0,0.0,0.05,0.0,1
770,홍차_얼그레이티 핫(HOT),473.0,0.0,0.08,0.0,1
771,과일_하루 한 컵 RED,150.0,0.0,0.47,0.0,43
772,견과_넛츠앤푸르츠,40.0,37.5,17.5,37.5,550
773,계란 덮밥,100.0,25.14,4.31,2.82,143
774,곤드레나물밥,350.0,28.26,2.94,2.71,149
775,국밥,800.0,7.33,3.45,1.03,52
776,국밥_굴,650.0,13.6,6.52,2.74,105
777,국밥_돼지고기,1200.0,6.23,5.53,3.22,76
778,국밥_소고기,700.0,6.09,3.11,1.16,47
779,귀리밥,100.0,34.54,3.9,0.87,162
780,김밥_샐러드,250.0,24.58,3.85,5.41,162
781,김밥_소고기,250.0,25.01,6.39,3.85,160
782,김밥_참치,100.0,22.73,6.44,5.89,170
783,누룽지_뜨거운물첨가,100.0,15.06,1.32,0.1,69
784,홍차_잉글리쉬 브렉퍼스트티 아이스(ICED) (Tall),355.0,0.0,0.0,0.0,0
785,홍차_잉글리쉬 브렉퍼스트티 핫(HOT) (Tall),355.0,0.0,0.0,0.0,0
786,홍차_잉글리쉬 브렉퍼스트,360.0,0.0,0.0,0.0,1
787,홍차_잉글리쉬브렉퍼스트 아이스(ICED) (L),473.0,0.0,0.0,0.0,0
788,홍차_잉글리쉬브렉퍼스트 핫(HOT) (L),473.0,0.0,0.0,0.0,0
789,홍차_크림카라멜 아이스(ICED) (L),473.0,0.0,0.0,0.0,1
790,홍차_퍼스트 브레이크 아이스(ICED) (L),450.0,0.0,0.0,0.0,1
791,홍차_퍼스트 브레이크 핫(HOT) (L),350.0,0.0,0.0,0.0,1
792,홍차_홍차 아이스(ICED),473.0,0.0,0.0,0.0,0
793,홍차_홍차 핫(HOT),384.0,0.0,0.0,0.0,1
794,홍차_블랙티 아이스(ICED),586.6,0.0,0.03,0.0,4
795,홍차_블랙티 핫(HOT),406.6,0.0,0.05,0.0,6
796,홍차_얼그레이,100.0,0.0,0.05,0.0,1
798,홍차_얼그레이 아이스(ICED),473.0,0.0,0.0,0.0,0
801,홍차_얼그레이 아이스(ICED) (L),946.0,0.0,0.0,0.0,0
802,홍차_얼그레이 아이스(ICED) (M),591.0,0.0,0.0,0.0,0
803,홍차_얼그레이 클래식,360.0,0.0,0.0,0.0,2
804,홍차_얼그레이티 아이스(ICED) (L),450.0,0.0,0.09,0.0,0
805,홍차_얼그레이티 핫(HOT) (L),450.0,0.0,0.09,0.0,0
812,홍차_얼그레이티 아이스(ICED) (J),651.0,0.0,0.15,0.0,2
814,홍차_얼그레이티 핫(HOT) (J),473.0,0.0,0.21,0.0,1
816,홍차_영그레이 아이스(ICED) (L),450.0,0.0,0.0,0.0,1
817,홍차_영그레이 핫(HOT) (L),350.0,0.0,0.0,0.0,1
818,홍차_유스베리티 아이스(ICED) (Tall),355.0,0.0,0.0,0.0,0
819,홍차_유스베리티 핫(HOT) (Tall),355.0,0.0,0.0,0.0,0
820,홍차_잉글리쉬 브랙퍼스트 아이스(ICED),355.0,0.0,0.0,0.0,0
821,홍차_잉글리쉬 브랙퍼스트 핫(HOT),355.0,0.0,0.0,0.0,0
822,홍차_블랙티 아이스(ICED) (J),651.0,0.0,0.15,0.0,2
823,홍차_블랙티 아이스(ICED) (L),473.0,0.0,0.21,0.0,2
825,홍차_블랙티 핫(HOT) (J),473.0,0.0,0.21,0.0,2
826,홍차_블랙티 핫(HOT) (L),414.0,0.0,0.24,0.0,2
828,홍차_아쌈티 아이스(ICED) (L),450.0,0.0,0.07,0.0,1
829,홍차_아쌈티 핫(HOT) (L),450.0,0.0,0.07,0.0,1
830,홍차_아쌈오렌지,360.0,0.0,0.0,0.0,2
831,홍차_아쌈티 아이스(ICED),595.0,0.0,0.0,0.0,0
832,홍차_아쌈티 핫(HOT),505.0,0.0,0.0,0.0,0
833,홍차_얼 그레이티 아이스(ICED) (Tall),355.0,0.0,0.0,0.0,0
834,홍차_얼 그레이티 핫(HOT) (Tall),355.0,0.0,0.0,0.0,0
835,홍차_얼그레이 리저브 아이스(ICED),430.0,0.47,0.23,0.0,2
836,홍차_얼그레이 리저브 핫(HOT),400.0,0.5,0.25,0.0,3
841,허브차_페퍼민트,360.0,0.0,0.0,0.0,1
842,허브차_페퍼민트 아이스(ICED),473.0,0.0,0.0,0.0,0
844,허브차_페퍼민트 아이스(ICED) (L),946.0,0.0,0.0,0.0,0
845,허브차_페퍼민트 아이스(ICED) (M),591.0,0.0,0.0,0.0,0
846,허브차_페퍼민트 아이스(ICED) (R),400.0,0.0,0.1,0.0,3
847,허브차_페퍼민트 핫(HOT),473.0,0.0,0.0,0.0,0
848,허브차_페퍼민트 핫(HOT) (L),946.0,0.0,0.0,0.0,0
849,허브차_페퍼민트 핫(HOT) (M),591.0,0.0,0.0,0.0,0
850,허브차_페퍼민트 핫(HOT) (R),340.0,0.0,0.06,0.0,2
851,허브차_페퍼민트티 아이스(ICED),591.0,0.0,0.03,0.0,1
852,허브차_페퍼민트티 핫(HOT),473.0,0.0,0.06,0.0,2
853,허브차_허브티 아이스(ICED),591.0,0.0,0.0,0.0,0
854,허브차_허브티 핫(HOT),650.0,0.0,0.0,0.0,0
855,허브차_히비스커스 아이스(ICED) (R),400.0,0.0,0.03,0.0,2
856,허브차_히비스커스 핫(HOT) (R),340.0,0.0,0.03,0.0,3
857,홍차_머스캣 블렌드티 아이스(ICED) (L),450.0,0.0,0.07,0.0,0
858,홍차_머스캣 블렌드티 핫(HOT) (L),450.0,0.0,0.07,0.0,0
859,홍차_머스캣,360.0,0.0,0.36,0.0,2
860,허브차_카모마일 핫(HOT) (L),946.0,0.0,0.0,0.0,0
861,허브차_카모마일 핫(HOT) (M),591.0,0.0,0.0,0.0,0
862,허브차_캐모마일,100.0,0.0,0.21,0.0,2
864,허브차_캐모마일 아이스(ICED),473.0,0.0,0.0,0.0,0
866,허브차_캐모마일 아이스(ICED) (R),400.0,0.0,0.1,0.0,3
867,허브차_캐모마일 핫(HOT),473.0,0.0,0.0,0.0,0
870,허브차_캐모마일 핫(HOT) (R),340.0,0.0,0.06,0.0,2
871,허브차_캐모마일티 아이스(ICED),591.0,0.0,0.03,0.0,1
873,허브차_캐모마일티 핫(HOT),473.0,0.0,0.06,0.0,1
874,허브차_쿨 허벌티 아이스(ICED),473.0,0.0,0.0,0.0,0
875,허브차_쿨 허벌티 핫(HOT),473.0,0.0,0.0,0.0,0
876,허브차_크림얼그레이티 아이스(ICED),430.0,0.0,0.0,0.0,1
877,허브차_크림얼그레이티 핫(HOT),350.0,0.0,0.0,0.0,1
881,허브차_퓨어페퍼민트 아이스(ICED),414.0,0.0,0.0,0.0,1
882,허브차_퓨어페퍼민트 핫(HOT),414.0,0.0,0.0,0.0,1
885,허브차_히비스커스 블렌드티 아이스(ICED) (L),450.0,0.0,0.07,0.0,1
886,허브차_히비스커스 블렌드티 아이스(ICED) (Tall),355.0,0.0,0.0,0.0,0
887,허브차_히비스커스 블렌드티 핫(HOT) (L),450.0,0.0,0.07,0.0,1
888,허브차_히비스커스 블렌드티 핫(HOT) (Tall),355.0,0.0,0.0,0.0,0
889,허브차_레몬밤,100.0,0.0,0.04,0.0,1
890,허브차_레몬밤 민트티 아이스(ICED),591.0,0.0,0.03,0.0,35
891,허브차_레몬밤 민트티 핫(HOT),473.0,0.0,0.04,0.0,44
892,허브차_루이보스 아이스(ICED),473.0,0.0,0.0,0.0,0
894,허브차_루이보스 핫(HOT),473.0,0.0,0.0,0.0,0
896,허브차_카모마일 아이스(ICED) (L),946.0,0.0,0.0,0.0,0
897,허브차_카모마일 아이스(ICED) (M),591.0,0.0,0.0,0.0,0
898,허브차_쿨민트 아이스(ICED),430.0,0.47,0.23,0.0,2
899,허브차_쿨민트 핫(HOT),400.0,0.5,0.25,0.0,3
900,허브차_크림슨 펀치 아이스(ICED),430.0,0.47,0.0,0.0,3
901,허브차_크림슨 펀치 핫(HOT),400.0,0.5,0.0,0.0,3
902,허브차_페어진저 아이스(ICED),355.0,0.0,0.0,0.0,0
903,허브차_페어진저 핫(HOT),355.0,0.0,0.0,0.0,0
908,허브차_페퍼민트티 아이스(ICED) (L),450.0,0.0,0.04,0.0,0
909,허브차_페퍼민트티 핫(HOT) (L),450.0,0.0,0.04,0.0,0
919,허브차_캐모마일 블렌드티 아이스(ICED) (Tall),355.0,0.0,0.0,0.0,0
920,허브차_캐모마일 블렌드티 핫(HOT) (Tall),355.0,0.0,0.0,0.0,0
925,허브차_캐모마일티 아이스(ICED) (L),450.0,0.0,0.22,0.0,1
926,허브차_캐모마일티 핫(HOT) (L),450.0,0.0,0.22,0.0,1
934,허브차_커즈마인 아이스(ICED) (L),450.0,0.0,0.0,0.0,0
935,허브차_커즈마인 핫(HOT) (L),350.0,0.0,0.0,0.0,0
936,허브차_루이보스 슈가플럼,360.0,0.0,0.0,0.0,2
937,허브차_루이보스오렌지 아이스(ICED),355.0,0.0,0.0,0.0,0
938,허브차_루이보스오렌지 핫(HOT),355.0,0.0,0.0,0.0,0
939,허브차_민트 블렌드티 아이스(ICED) (Tall),355.0,0.0,0.0,0.0,0
940,허브차_민트 블렌드티 핫(HOT) (Tall),355.0,0.0,0.0,0.0,0
941,허브차_민트 아이스(ICED) (L),473.0,0.0,0.0,0.0,0
942,허브차_민트 핫(HOT) (L),473.0,0.0,0.0,0.0,0
943,허브차_민트크루 아이스(ICED) (L),450.0,0.0,0.0,0.0,0
944,허브차_민트크루 핫(HOT) (L),350.0,0.0,0.0,0.0,0
945,허브차_샤인히비스커스 아이스(ICED),414.0,0.0,0.0,0.0,1
946,허브차_샤인히비스커스 핫(HOT),414.0,0.0,0.0,0.0,1
947,허브차_스위트후르츠 아이스(ICED),355.0,0.0,0.0,0.0,0
948,허브차_스위트후르츠 핫(HOT),355.0,0.0,0.0,0.0,0
949,허브차_스프링캐모마일 아이스(ICED),414.0,0.0,0.0,0.0,2
950,허브차_스프링캐모마일 핫(HOT),414.0,0.0,0.0,0.0,2
951,허브차_시나몬 진저티,360.0,0.0,0.0,0.0,1
952,허브차_오렌지 보스 아이스(ICED) (L),450.0,0.0,0.0,0.0,0
953,허브차_오렌지 보스 핫(HOT) (L),350.0,0.0,0.0,0.0,0
954,허브차_유러피안 후르츠,360.0,0.0,0.0,0.0,0
955,코코아_핫초코 핫(HOT),354.0,0.0,2.54,0.0,89
956,코코아_화이트초코 아이스(ICED),354.0,0.0,1.69,0.0,73
957,코코아_화이트초코 핫(HOT),354.0,0.0,2.54,0.0,91
958,콤부차_애플 히비스커스 콤부차 (L),470.0,0.0,0.0,0.0,32
959,콤부차_애플 히비스커스 콤부차 (V),615.0,0.0,0.0,0.0,36
960,콤부차_애플망고 콤부차 (L),480.0,0.0,0.0,0.0,33
961,콤부차_애플망고 콤부차 (V),625.0,0.0,0.0,0.0,34
962,콤부차_플레인 콤부차 (L),480.0,0.0,0.0,0.0,25
963,콤부차_플레인 콤부차 (V),625.0,0.0,0.0,0.0,30
964,탄산음료_블랙티 레모네이드 피지오 (Tall),355.0,0.0,0.0,0.0,18
965,탄산음료_블루캔디소다 아이스(ICED),625.0,0.0,0.0,0.0,36
966,탄산음료_유자 패션 피지오 (Tall),355.0,0.0,0.0,0.0,41
967,탄산음료_체리콕콕 아이스(ICED),600.0,0.0,0.17,0.0,48
968,허브차_그린루이보스 핫(HOT),414.0,0.0,0.0,0.0,2
969,허브차_레몬 사과 블렌드티 아이스(ICED) (L),450.0,0.0,0.07,0.0,1
970,허브차_레몬 사과 블렌드티 핫(HOT) (L),450.0,0.0,0.07,0.0,1
971,허브차_로얄 캐모마일 아이스(ICED),430.0,0.47,0.0,0.0,2
972,허브차_로얄 캐모마일 핫(HOT),400.0,0.5,0.0,0.0,3
973,허브차_루이보스 레몬,360.0,0.0,0.0,0.0,1
978,코코아_시그니처 초콜릿 아이스(ICED) (Tall),355.0,0.0,2.82,0.0,92
979,코코아_시그니처 초콜릿 핫(HOT) (Tall),355.0,0.0,4.23,0.0,141
980,코코아_아이스 초코 아이스(ICED),410.0,7.56,1.71,3.41,68
981,코코아_아이스 초콜릿 (L),435.0,0.0,2.07,0.0,83
982,코코아_아이스 초콜릿 (R),380.0,0.0,1.84,0.0,79
983,코코아_초코 아이스(ICED),591.0,0.0,1.32,0.0,52
984,코코아_아이스초코 아이스(ICED),463.0,10.8,1.94,0.0,83
985,코코아_플러피 판다 초콜릿 아이스(ICED) (Grande),473.0,0.0,2.33,0.0,88
986,코코아_플러피 판다 핫 초콜릿 핫(HOT) (Grande),473.0,0.0,2.54,0.0,99
987,코코아_핫 초코 핫(HOT),310.0,11.61,3.23,6.13,114
988,코코아_핫 초콜릿 (L),325.0,0.0,3.08,0.0,126
989,코코아_핫 초콜릿 (R),275.0,0.0,3.33,0.0,122
990,코코아_핫초코 아이스(ICED),354.0,0.0,1.69,0.0,71
991,코코아_초코 핫(HOT),591.0,0.0,1.91,0.0,63
993,커피_흑당커피 아이스(ICED) (M),591.0,0.0,1.27,0.0,50
1012,커피_헤이즐넛 아메리카노 I’m D 핫(HOT) (M),591.0,0.0,0.08,0.0,14
1013,커피_헤이즐넛 커피 아이스(ICED),591.0,0.0,0.37,0.0,35
1014,커피_헤이즐넛 커피 핫(HOT),473.0,0.0,0.47,0.0,44
1015,커피_헤이즐넛 크림콜드브루 아이스(ICED),591.0,0.0,0.17,0.0,40
1016,커피_헤이즐넛 다크리카노 아이스(ICED),591.0,0.0,0.17,0.0,25
1017,커피_헤이즐넛 다크리카노 핫(HOT),591.0,0.0,0.17,0.0,25
1018,커피_헤이즐넛 딥 라떼 아이스(ICED),591.0,0.0,1.35,0.0,52
1019,커피_헤이즐넛 딥 라떼 핫(HOT),591.0,0.0,1.86,0.0,63
1020,커피_헤이즐넛 라떼,100.0,0.0,1.18,0.0,46
1021,커피_헤이즐넛 라떼 아이스(ICED) (L),946.0,0.0,1.22,0.0,38
1022,커피_헤이즐넛 라떼 아이스(ICED) (M),591.0,0.0,1.2,0.0,38
1023,커피_헤이즐넛 라떼 핫(HOT) (L),946.0,0.0,1.52,0.0,44
1024,커피_헤이즐넛 라떼 핫(HOT) (M),591.0,0.0,1.71,0.0,49
1025,커피_헤이즐넛아메리카노 아이스(ICED),650.0,5.01,0.03,0.0,21
1026,커피_헤이즐넛아메리카노 핫(HOT),500.0,6.51,0.04,0.0,27
